FFT_IP,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Area Team Code,Code,Name,Site Code,Site Name,Ward Name,Total Responses,Total Eligible,Response Rate,Friends and Family Test Score,Extremely Likely,Likely,Neither,Unlikely,Extremely Unlikely,Don't Know,First specialty,Second specialty
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,24,22,44,0.5,91,20,2,0,0,0,0,350 - INFECTIOUS DISEASES,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,25,0,0,NA,NA,0,0,0,0,0,0,100 - GENERAL SURGERY,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,26,10,73,0.136986301,70,*,*,*,*,*,*,100 - GENERAL SURGERY,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,27,79,100,0.79,71,57,19,1,1,0,1,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,28,61,148,0.412162162,56,40,15,2,3,1,0,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,29,20,55,0.363636364,20,9,6,5,0,0,0,430 - GERIATRIC MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,3,65,235,0.276595745,72,48,16,0,0,1,0,430 - GERIATRIC MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,30,35,62,0.564516129,0,5,24,3,1,1,1,430 - GERIATRIC MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,4,3,27,0.111111111,-67,*,*,*,*,*,*,300 - GENERAL MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,5,0,0,NA,NA,0,0,0,0,0,0,100 - GENERAL SURGERY,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,6,47,143,0.328671329,45,23,22,2,0,0,0,361 - NEPHROLOGY,301 - GASTROENTEROLOGY
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,7,21,43,0.488372093,81,17,4,0,0,0,0,303 - CLINICAL HAEMATOLOGY,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,8,45,172,0.261627907,71,34,9,2,0,0,0,100 - GENERAL SURGERY,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,Bradford Royal Infirmary - RAE01,9,13,60,0.216666667,58,8,3,1,0,0,1,300 - GENERAL MEDICINE,400 - NEUROLOGY
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,Eccleshill,22,22,1,36,11,8,1,2,0,0,900 - COMMUNITY MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,F3,25,27,0.925925926,96,24,1,0,0,0,0,900 - COMMUNITY MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,F5,18,47,0.382978723,82,14,3,0,0,0,1,430 - GERIATRIC MEDICINE,330 - DERMATOLOGY
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,F6,9,23,0.391304348,89,8,1,0,0,0,0,400 - NEUROLOGY,330 - DERMATOLOGY
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,ICU,1,1,1,100,*,*,*,*,*,*,192 - CRITICAL CARE MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,Westbourne Green,1,1,1,0,*,*,*,*,*,*,900 - COMMUNITY MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,Westwood Park,20,23,0.869565217,75,16,3,1,0,0,0,900 - COMMUNITY MEDICINE,0
Q52,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,St Lukes Hospital - RAE05,York Suite,22,62,0.35483871,82,19,2,1,0,0,0,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,2AB,22,132,0.166666667,64,16,4,1,1,0,0,300 - GENERAL MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,2CD,21,202,0.103960396,48,11,9,0,0,1,0,300 - GENERAL MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,4C,52,140,0.371428571,88,46,6,0,0,0,0,300 - GENERAL MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,5AD,12,45,0.266666667,83,10,2,0,0,0,0,430 - GERIATRIC MEDICINE,300 - GENERAL MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,5B,6,23,0.260869565,100,6,0,0,0,0,0,340 - RESPIRATORY MEDICINE,300 - GENERAL MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,5C,4,40,0.1,75,*,*,*,*,*,*,340 - RESPIRATORY MEDICINE,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,6A,0,0,NA,NA,0,0,0,0,0,0,300 - GENERAL MEDICINE,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,6BC,32,98,0.326530612,56,19,12,0,0,1,0,320 - CARDIOLOGY,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,6D,5,25,0.2,100,5,0,0,0,0,0,430 - GERIATRIC MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,7AD,1,18,0.055555556,100,*,*,*,*,*,*,314 - REHABILITATION,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,7BC,8,20,0.4,100,8,0,0,0,0,0,314 - REHABILITATION,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,8A,40,68,0.588235294,78,31,9,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,8B,41,58,0.706896552,85,36,4,1,0,0,0,110 - TRAUMA & ORTHOPAEDICS,100 - GENERAL SURGERY
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,8C,77,154,0.5,95,73,4,0,0,0,0,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,8D,0,0,NA,NA,0,0,0,0,0,0,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,AEOBS,6,50,0.12,100,6,0,0,0,0,0,180 - ACCIDENT & EMERGENCY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,CCUR,9,77,0.116883117,89,8,1,0,0,0,0,320 - CARDIOLOGY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,Calderdale Royal Hospital - RWY02,CITU,0,5,0,NA,0,0,0,0,0,0,300 - GENERAL MEDICINE,100 - GENERAL SURGERY
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H01,40,190,0.210526316,58,25,13,1,0,1,0,300 - GENERAL MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H03,38,59,0.644067797,74,29,8,1,0,0,0,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H04,13,26,0.5,38,6,6,0,0,1,0,430 - GERIATRIC MEDICINE,300 - GENERAL MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H05,24,47,0.510638298,57,13,10,0,0,0,1,320 - CARDIOLOGY,340 - RESPIRATORY MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H06,48,104,0.461538462,67,32,16,0,0,0,0,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H07,3,3,1,67,*,*,*,*,*,*,430 - GERIATRIC MEDICINE,300 - GENERAL MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H08,2,32,0.0625,0,*,*,*,*,*,*,100 - GENERAL SURGERY,110 - TRAUMA & ORTHOPAEDICS
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H10,50,72,0.694444444,69,38,7,2,0,2,1,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H12,26,76,0.342105263,92,24,2,0,0,0,0,303 - CLINICAL HAEMATOLOGY,370 - MEDICAL ONCOLOGY
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H14,20,54,0.37037037,70,14,6,0,0,0,0,101 - UROLOGY,100 - GENERAL SURGERY
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H15,78,105,0.742857143,63,49,26,1,0,0,2,100 - GENERAL SURGERY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H17,27,77,0.350649351,81,22,5,0,0,0,0,301 - GASTROENTEROLOGY,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H19,4,27,0.148148148,100,*,*,*,*,*,*,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H20,10,60,0.166666667,40,4,6,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H21,7,15,0.466666667,71,5,2,0,0,0,0,314 - REHABILITATION,430 - GERIATRIC MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,H22,34,146,0.232876712,88,30,4,0,0,0,0,101 - UROLOGY,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,HCCU,23,44,0.522727273,74,18,4,1,0,0,0,320 - CARDIOLOGY,340 - RESPIRATORY MEDICINE
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,HICU,3,5,0.6,100,*,*,*,*,*,*,192 - CRITICAL CARE MEDICINE,0
Q52,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,Huddersfield Royal Infirmary - RWY01,HSAU,24,156,0.153846154,63,17,5,1,0,1,0,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR819,Chapel Allerton Hospital - RR819,C01 Neuro Rehabilitation,10,8,1.25,67,7,1,0,1,0,1,314 - REHABILITATION,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR819,Chapel Allerton Hospital - RR819,C02 Dermatology/Rheumatology,21,63,0.333333333,84,16,3,0,0,0,2,330 - DERMATOLOGY,410 - RHEUMATOLOGY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR819,Chapel Allerton Hospital - RR819,C03 Elective Orth & Plastics,151,130,1.161538462,83,122,18,2,0,1,8,110 - TRAUMA & ORTHOPAEDICS,160 - PLASTIC SURGERY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L01 Clinical Decisions Unit,77,159,0.48427673,74,58,16,2,0,0,1,180 - ACCIDENT & EMERGENCY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L15 Vascular Ward,37,69,0.536231884,80,28,7,0,0,0,2,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L16 Cardiac Surgery/Vascular,67,124,0.540322581,82,52,9,1,0,0,5,320 - CARDIOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L17 Cardiology Ward,24,47,0.510638298,68,16,5,1,0,0,2,320 - CARDIOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L18 Cardiology Ward,32,87,0.367816092,72,22,6,1,0,0,3,320 - CARDIOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L19 Cardiology Ward,33,225,0.146666667,72,23,4,1,0,1,4,320 - CARDIOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L20 Coronary Care,30,63,0.476190476,93,25,2,0,0,0,3,320 - CARDIOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L21 Neurology,29,62,0.467741935,88,23,3,0,0,0,3,400 - NEUROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L22 Major Trauma,22,91,0.241758242,68,15,7,0,0,0,0,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L23 ENT/Maxillo-Facial,86,179,0.480446927,62,54,23,3,0,1,5,120 - ENT,145 - ORAL & MAXILLO FACIAL SURGERY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L24 Neuro Cranial&Ortho Spine,54,110,0.490909091,74,39,14,0,0,0,1,150 - NEUROSURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L25 Neuro Cranial&Ortho Spine,34,92,0.369565217,88,28,4,0,0,0,2,150 - NEUROSURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L26 Stroke,3,19,0.157894737,100,*,*,*,*,*,*,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L27 Stroke Ward,12,24,0.5,56,6,2,1,0,0,3,400 - NEUROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L33 Oncology Teenage Unit,0,26,0,NA,0,0,0,0,0,0,800 - CLINICAL ONCOLOGY,420 - PAEDIATRICS
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L35 Orthopaedic Male Ward,7,55,0.127272727,86,*,*,*,*,*,*,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L37 Trauma & Orthopaedics,15,45,0.333333333,79,11,3,0,0,0,1,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L38 Adult Plastic Surgery,64,107,0.598130841,54,36,22,3,0,0,3,160 - PLASTIC SURGERY,100 - GENERAL SURGERY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR801,Leeds General Infirmary - RR801,L50 Male Orthopaedics,10,95,0.105263158,63,5,3,0,0,0,2,110 - TRAUMA & ORTHOPAEDICS,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J06 Cystic Fibrosis,16,36,0.444444444,71,10,4,0,0,0,2,340 - RESPIRATORY MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J07 Elderly Medicine,9,34,0.264705882,33,3,2,1,0,0,3,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J09 Elderly Medicine,12,36,0.333333333,100,11,0,0,0,0,1,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J10 Respiratory Medicine,5,61,0.081967213,60,*,*,*,*,*,*,340 - RESPIRATORY MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J11 Respiratory Medicine,23,83,0.277108434,71,16,4,0,1,0,2,340 - RESPIRATORY MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J12 Respiratory Medicine,40,104,0.384615385,72,26,10,0,0,0,4,340 - RESPIRATORY MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J14 Elderly Medicine,13,13,1,70,7,3,0,0,0,3,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J15 Elderly Medicine,24,53,0.452830189,71,19,3,0,1,1,0,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J16 General Medicine,11,33,0.333333333,82,9,2,0,0,0,0,300 - GENERAL MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J17 Elderly Medicine,29,21,1.380952381,55,18,9,2,0,0,0,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J19 General Medicine,32,55,0.581818182,77,24,5,1,0,0,2,300 - GENERAL MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J20 Infection & Travel Med,6,21,0.285714286,100,5,0,0,0,0,1,350 - INFECTIOUS DISEASES,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J21 General Medicine,20,62,0.322580645,59,11,5,0,1,0,3,300 - GENERAL MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J22 Clinical Decisions Unit,61,133,0.458646617,81,47,11,0,0,0,3,180 - ACCIDENT & EMERGENCY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J23 Breast Ward,26,84,0.30952381,84,21,4,0,0,0,1,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J24 Benign Gynaecology,23,211,0.109004739,90,19,2,0,0,0,2,502 - GYNAECOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J26 Acute Medicine Admissions,70,161,0.434782609,61,45,13,4,1,1,6,300 - GENERAL MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J27 Elderly Medicine Admissions,114,124,0.919354839,65,72,23,4,2,0,13,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J28 Elderly Medicine Admissions,89,158,0.563291139,56,56,22,5,1,2,3,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J29 Acute Medicine Admissions,16,215,0.074418605,73,12,2,0,1,0,1,300 - GENERAL MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J30 Stroke Rehabilitation,2,19,0.105263158,0,*,*,*,*,*,*,430 - GERIATRIC MEDICINE,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J42 Short Stay Surgery/Urology,165,248,0.665322581,64,107,44,3,2,1,8,101 - UROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J43 Acute Surgery,72,126,0.571428571,54,39,25,2,0,1,5,100 - GENERAL SURGERY,101 - UROLOGY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J44 Colo-rectal/Urology,48,67,0.71641791,42,25,14,5,1,0,3,100 - GENERAL SURGERY,101 - UROLOGY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J45 Colo-rectal,41,69,0.594202899,70,30,8,2,0,0,1,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J46 Acute General Surgery,55,139,0.395683453,34,24,23,5,1,0,2,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J47 Acute General Surgery,48,115,0.417391304,51,25,15,2,1,0,5,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J49 Renal In-patient/Transplant,10,49,0.204081633,70,7,3,0,0,0,0,361 - NEPHROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J50 Renal In-patient/Transplant,22,59,0.372881356,85,17,3,0,0,0,2,361 - NEPHROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J52 Urology,26,101,0.257425743,76,20,4,0,0,1,1,101 - UROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J82 HBP & Upper Gastro Intest,21,62,0.338709677,75,16,3,1,0,0,1,301 - GASTROENTEROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J83 HPB Surgery,47,104,0.451923077,89,39,5,0,0,0,3,100 - GENERAL SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J84 Thoracic Surgery,0,150,0,NA,0,0,0,0,0,0,170 - CARDIOTHORACIC SURGERY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J88 Haematology In-patients,27,43,0.627906977,80,20,5,0,0,0,2,823 - HAEMATOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J89 Haematology In-patients,13,31,0.419354839,92,12,1,0,0,0,0,823 - HAEMATOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J91 Gastroenterology Ward,69,96,0.71875,79,53,12,1,0,0,3,301 - GASTROENTEROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J92 Gastroenterology Ward,24,83,0.289156627,83,20,4,0,0,0,0,301 - GASTROENTEROLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J93 NSO In-Patients,22,96,0.229166667,90,19,2,0,0,0,1,800 - CLINICAL ONCOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J94 NSO Young Adult,6,34,0.176470588,80,4,1,0,0,0,1,823 - HAEMATOLOGY,370 - MEDICAL ONCOLOGY
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J96 NSO In-patients,7,78,0.08974359,100,6,0,0,0,0,1,370 - MEDICAL ONCOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J97 NSO In-patients,10,65,0.153846154,90,9,1,0,0,0,0,370 - MEDICAL ONCOLOGY,0
Q52,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,RR813,St James's University Hospital - RR813,J98 Gynae Oncology Surgery,22,87,0.252873563,71,16,4,1,0,0,1,502 - GYNAECOLOGY,370 - MEDICAL ONCOLOGY
Q52,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,RXF10,Dewsbury and District Hospital - RXF10,CCU (Dewsbury),35,35,1,94,33,2,0,0,0,0,320 - CARDIOLOGY,0
Q52,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,RXF10,Dewsbury and District Hospital - RXF10,Discharge lounge (Dewsbury),0,217,0,NA,0,0,0,0,0,0,300 - GENERAL MEDICINE,0
