Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Tower Hamlets Roadside,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit
18-02-2014,01:00,203.1,P deg,4.7,P ms-1,7.5,P degC,3,P ugm-3,26,P ugm-3,31,P ugm-3
18-02-2014,02:00,206.4,P deg,4.6,P ms-1,7.7,P degC,4,P ugm-3,32,P ugm-3,38,P ugm-3
18-02-2014,03:00,207.9,P deg,4.4,P ms-1,7.7,P degC,2,P ugm-3,19,P ugm-3,23,P ugm-3
18-02-2014,04:00,206.6,P deg,4.2,P ms-1,7.7,P degC,2,P ugm-3,17,P ugm-3,21,P ugm-3
18-02-2014,05:00,205.0,P deg,4.1,P ms-1,7.8,P degC,4,P ugm-3,25,P ugm-3,32,P ugm-3
18-02-2014,06:00,202.3,P deg,4.0,P ms-1,7.8,P degC,3,P ugm-3,31,P ugm-3,36,P ugm-3
18-02-2014,07:00,202.0,P deg,3.8,P ms-1,7.7,P degC,32,P ugm-3,61,P ugm-3,110,P ugm-3
18-02-2014,08:00,201.0,P deg,3.6,P ms-1,7.5,P degC,43,P ugm-3,74,P ugm-3,139,P ugm-3
18-02-2014,09:00,204.5,P deg,3.6,P ms-1,7.6,P degC,32,P ugm-3,68,P ugm-3,116,P ugm-3
18-02-2014,10:00,204.3,P deg,3.5,P ms-1,7.9,P degC,21,P ugm-3,62,P ugm-3,95,P ugm-3
18-02-2014,11:00,198.8,P deg,3.1,P ms-1,8.5,P degC,24,P ugm-3,56,P ugm-3,93,P ugm-3
18-02-2014,12:00,207.6,P deg,3.6,P ms-1,9.3,P degC,14,P ugm-3,48,P ugm-3,70,P ugm-3
18-02-2014,13:00,214.3,P deg,4.0,P ms-1,9.8,P degC,14,P ugm-3,46,P ugm-3,67,P ugm-3
18-02-2014,14:00,217.5,P deg,4.1,P ms-1,10.2,P degC,23,P ugm-3,50,P ugm-3,85,P ugm-3
18-02-2014,15:00,225.9,P deg,4.3,P ms-1,10.1,P degC,33,P ugm-3,65,P ugm-3,115,P ugm-3
18-02-2014,16:00,223.0,P deg,3.9,P ms-1,9.4,P degC,20,P ugm-3,52,P ugm-3,83,P ugm-3
18-02-2014,17:00,223.3,P deg,4.2,P ms-1,8.5,P degC,27,P ugm-3,57,P ugm-3,99,P ugm-3
18-02-2014,18:00,228.7,P deg,3.8,P ms-1,8.5,P degC,22,P ugm-3,64,P ugm-3,97,P ugm-3
18-02-2014,19:00,237.1,P deg,3.8,P ms-1,7.7,P degC,39,P ugm-3,82,P ugm-3,142,P ugm-3
18-02-2014,20:00,245.5,P deg,3.4,P ms-1,6.7,P degC,37,P ugm-3,88,P ugm-3,145,P ugm-3
18-02-2014,21:00,248.4,P deg,3.1,P ms-1,5.9,P degC,28,P ugm-3,78,P ugm-3,121,P ugm-3
18-02-2014,22:00,257.3,P deg,2.1,P ms-1,5.9,P degC,41,P ugm-3,80,P ugm-3,144,P ugm-3
18-02-2014,23:00,279.4,P deg,2.3,P ms-1,5.5,P degC,47,P ugm-3,83,P ugm-3,155,P ugm-3
18-02-2014,24:00,282.8,P deg,2.6,P ms-1,4.7,P degC,37,P ugm-3,74,P ugm-3,130,P ugm-3
19-02-2014,01:00,252.0,P deg,2.8,P ms-1,4.1,P degC,37,P ugm-3,77,P ugm-3,134,P ugm-3
19-02-2014,02:00,259.4,P deg,2.7,P ms-1,3.9,P degC,27,P ugm-3,70,P ugm-3,112,P ugm-3
19-02-2014,03:00,254.8,P deg,2.6,P ms-1,3.9,P degC,15,P ugm-3,53,P ugm-3,76,P ugm-3
19-02-2014,04:00,257.9,P deg,2.6,P ms-1,3.7,P degC,9,P ugm-3,39,P ugm-3,54,P ugm-3
19-02-2014,05:00,260.0,P deg,2.6,P ms-1,3.8,P degC,9,P ugm-3,37,P ugm-3,51,P ugm-3
19-02-2014,06:00,260.2,P deg,2.6,P ms-1,3.7,P degC,7,P ugm-3,34,P ugm-3,44,P ugm-3
19-02-2014,07:00,261.6,P deg,2.5,P ms-1,3.5,P degC,28,P ugm-3,59,P ugm-3,102,P ugm-3
19-02-2014,08:00,258.3,P deg,2.6,P ms-1,3.6,P degC,78,P ugm-3,84,P ugm-3,203,P ugm-3
19-02-2014,09:00,262.2,P deg,2.3,P ms-1,3.8,P degC,74,P ugm-3,84,P ugm-3,198,P ugm-3
19-02-2014,10:00,256.3,P deg,2.4,P ms-1,4.1,P degC,46,P ugm-3,69,P ugm-3,139,P ugm-3
19-02-2014,11:00,243.9,P deg,2.7,P ms-1,4.5,P degC,68,P ugm-3,80,P ugm-3,184,P ugm-3
19-02-2014,12:00,240.8,P deg,2.9,P ms-1,5.1,P degC,56,P ugm-3,77,P ugm-3,163,P ugm-3
19-02-2014,13:00,239.1,P deg,2.9,P ms-1,5.7,P degC,37,P ugm-3,65,P ugm-3,122,P ugm-3
19-02-2014,14:00,237.1,P deg,2.9,P ms-1,6.2,P degC,33,P ugm-3,63,P ugm-3,114,P ugm-3
19-02-2014,15:00,236.8,P deg,2.7,P ms-1,6.4,P degC,30,P ugm-3,62,P ugm-3,108,P ugm-3
19-02-2014,16:00,240.7,P deg,3.5,P ms-1,6.3,P degC,27,P ugm-3,65,P ugm-3,106,P ugm-3
19-02-2014,17:00,234.1,P deg,3.1,P ms-1,6.0,P degC,31,P ugm-3,65,P ugm-3,113,P ugm-3
19-02-2014,18:00,214.2,P deg,3.3,P ms-1,6.2,P degC,24,P ugm-3,75,P ugm-3,111,P ugm-3
19-02-2014,19:00,203.4,P deg,3.5,P ms-1,6.6,P degC,20,P ugm-3,82,P ugm-3,113,P ugm-3
19-02-2014,20:00,193.2,P deg,3.6,P ms-1,6.9,P degC,14,P ugm-3,62,P ugm-3,84,P ugm-3
19-02-2014,21:00,191.2,P deg,4.1,P ms-1,7.2,P degC,11,P ugm-3,47,P ugm-3,63,P ugm-3
19-02-2014,22:00,194.1,P deg,4.4,P ms-1,7.7,P degC,5,P ugm-3,39,P ugm-3,47,P ugm-3
19-02-2014,23:00,194.3,P deg,4.6,P ms-1,8.4,P degC,5,P ugm-3,29,P ugm-3,37,P ugm-3
19-02-2014,24:00,199.1,P deg,5.1,P ms-1,9.2,P degC,4,P ugm-3,27,P ugm-3,33,P ugm-3
20-02-2014,01:00,207.5,P deg,5.6,P ms-1,9.4,P degC,3,P ugm-3,20,P ugm-3,25,P ugm-3
20-02-2014,02:00,209.6,P deg,5.9,P ms-1,9.7,P degC,3,P ugm-3,19,P ugm-3,24,P ugm-3
20-02-2014,03:00,208.9,P deg,5.7,P ms-1,9.9,P degC,2,P ugm-3,15,P ugm-3,17,P ugm-3
20-02-2014,04:00,209.8,P deg,6.1,P ms-1,10.1,P degC,2,P ugm-3,13,P ugm-3,16,P ugm-3
20-02-2014,05:00,213.0,P deg,6.2,P ms-1,10.3,P degC,3,P ugm-3,14,P ugm-3,18,P ugm-3
20-02-2014,06:00,218.5,P deg,6.2,P ms-1,10.5,P degC,3,P ugm-3,15,P ugm-3,20,P ugm-3
20-02-2014,07:00,219.9,P deg,6.4,P ms-1,10.9,P degC,5,P ugm-3,26,P ugm-3,34,P ugm-3
20-02-2014,08:00,218.2,P deg,6.9,P ms-1,11.0,P degC,7,P ugm-3,33,P ugm-3,44,P ugm-3
20-02-2014,09:00,215.2,P deg,7.0,P ms-1,10.8,P degC,9,P ugm-3,33,P ugm-3,47,P ugm-3
20-02-2014,10:00,218.1,P deg,7.2,P ms-1,10.8,P degC,6,P ugm-3,27,P ugm-3,36,P ugm-3
20-02-2014,11:00,222.8,P deg,7.1,P ms-1,11.1,P degC,8,P ugm-3,26,P ugm-3,38,P ugm-3
20-02-2014,12:00,225.5,P deg,7.0,P ms-1,11.5,P degC,8,P ugm-3,31,P ugm-3,44,P ugm-3
20-02-2014,13:00,232.6,P deg,6.0,P ms-1,11.9,P degC,8,P ugm-3,33,P ugm-3,46,P ugm-3
20-02-2014,14:00,232.8,P deg,7.1,P ms-1,13.2,P degC,18,P ugm-3,43,P ugm-3,71,P ugm-3
20-02-2014,15:00,241.0,P deg,6.8,P ms-1,12.6,P degC,44,P ugm-3,74,P ugm-3,142,P ugm-3
20-02-2014,16:00,244.5,P deg,6.3,P ms-1,11.2,P degC,33,P ugm-3,73,P ugm-3,124,P ugm-3
20-02-2014,17:00,248.6,P deg,6.0,P ms-1,9.6,P degC,20,P ugm-3,58,P ugm-3,89,P ugm-3
20-02-2014,18:00,248.9,P deg,5.6,P ms-1,8.7,P degC,42,P ugm-3,77,P ugm-3,141,P ugm-3
20-02-2014,19:00,248.8,P deg,5.2,P ms-1,7.8,P degC,38,P ugm-3,85,P ugm-3,143,P ugm-3
20-02-2014,20:00,250.6,P deg,4.8,P ms-1,7.1,P degC,18,P ugm-3,68,P ugm-3,96,P ugm-3
20-02-2014,21:00,247.3,P deg,4.5,P ms-1,6.3,P degC,20,P ugm-3,61,P ugm-3,91,P ugm-3
20-02-2014,22:00,247.6,P deg,4.1,P ms-1,5.8,P degC,21,P ugm-3,62,P ugm-3,95,P ugm-3
20-02-2014,23:00,251.6,P deg,3.9,P ms-1,5.2,P degC,21,P ugm-3,61,P ugm-3,94,P ugm-3
20-02-2014,24:00,249.9,P deg,3.6,P ms-1,4.6,P degC,15,P ugm-3,48,P ugm-3,71,P ugm-3
21-02-2014,01:00,236.0,P deg,3.2,P ms-1,2.9,P degC,12,P ugm-3,49,P ugm-3,68,P ugm-3
21-02-2014,02:00,249.4,P deg,2.8,P ms-1,3.1,P degC,9,P ugm-3,38,P ugm-3,51,P ugm-3
21-02-2014,03:00,263.7,P deg,2.3,P ms-1,3.3,P degC,12,P ugm-3,42,P ugm-3,60,P ugm-3
21-02-2014,04:00,271.1,P deg,2.2,P ms-1,3.3,P degC,11,P ugm-3,42,P ugm-3,59,P ugm-3
21-02-2014,05:00,248.8,P deg,2.3,P ms-1,3.1,P degC,13,P ugm-3,45,P ugm-3,64,P ugm-3
21-02-2014,06:00,253.9,P deg,3.5,P ms-1,2.1,P degC,10,P ugm-3,37,P ugm-3,52,P ugm-3
21-02-2014,07:00,247.7,P deg,3.9,P ms-1,2.1,P degC,22,P ugm-3,59,P ugm-3,93,P ugm-3
21-02-2014,08:00,244.9,P deg,4.3,P ms-1,3.2,P degC,33,P ugm-3,68,P ugm-3,118,P ugm-3
21-02-2014,09:00,246.8,P deg,4.7,P ms-1,5.4,P degC,32,P ugm-3,64,P ugm-3,113,P ugm-3
21-02-2014,10:00,252.0,P deg,5.9,P ms-1,7.4,P degC,31,P ugm-3,61,P ugm-3,109,P ugm-3
21-02-2014,11:00,252.2,P deg,6.8,P ms-1,8.9,P degC,30,P ugm-3,58,P ugm-3,104,P ugm-3
21-02-2014,12:00,249.0,P deg,7.2,P ms-1,9.8,P degC,24,P ugm-3,55,P ugm-3,92,P ugm-3
21-02-2014,13:00,246.5,P deg,7.2,P ms-1,10.4,P degC,25,P ugm-3,57,P ugm-3,94,P ugm-3
21-02-2014,14:00,242.4,P deg,7.2,P ms-1,10.3,P degC,25,P ugm-3,55,P ugm-3,93,P ugm-3
21-02-2014,15:00,239.4,P deg,7.2,P ms-1,9.7,P degC,23,P ugm-3,51,P ugm-3,86,P ugm-3
21-02-2014,16:00,234.9,P deg,6.5,P ms-1,8.6,P degC,12,P ugm-3,43,P ugm-3,62,P ugm-3
21-02-2014,17:00,237.2,P deg,6.7,P ms-1,7.4,P degC,13,P ugm-3,40,P ugm-3,60,P ugm-3
21-02-2014,18:00,237.8,P deg,6.7,P ms-1,6.9,P degC,14,P ugm-3,48,P ugm-3,70,P ugm-3
21-02-2014,19:00,237.0,P deg,6.5,P ms-1,7.1,P degC,10,P ugm-3,45,P ugm-3,60,P ugm-3
21-02-2014,20:00,237.5,P deg,6.5,P ms-1,7.3,P degC,15,P ugm-3,46,P ugm-3,69,P ugm-3
21-02-2014,21:00,238.8,P deg,6.5,P ms-1,7.4,P degC,10,P ugm-3,43,P ugm-3,58,P ugm-3
21-02-2014,22:00,238.3,P deg,6.4,P ms-1,7.3,P degC,8,P ugm-3,34,P ugm-3,47,P ugm-3
21-02-2014,23:00,239.6,P deg,6.3,P ms-1,7.4,P degC,5,P ugm-3,30,P ugm-3,37,P ugm-3
21-02-2014,24:00,239.9,P deg,6.2,P ms-1,7.7,P degC,11,P ugm-3,32,P ugm-3,49,P ugm-3
22-02-2014,01:00,243.5,P deg,5.5,P ms-1,5.3,P degC,7,P ugm-3,27,P ugm-3,38,P ugm-3
22-02-2014,02:00,246.6,P deg,5.3,P ms-1,5.2,P degC,8,P ugm-3,31,P ugm-3,44,P ugm-3
22-02-2014,03:00,252.9,P deg,5.5,P ms-1,5.1,P degC,44,P ugm-3,35,P ugm-3,103,P ugm-3
22-02-2014,04:00,256.1,P deg,5.4,P ms-1,4.8,P degC,5,P ugm-3,23,P ugm-3,31,P ugm-3
22-02-2014,05:00,254.6,P deg,5.0,P ms-1,4.6,P degC,5,P ugm-3,20,P ugm-3,28,P ugm-3
22-02-2014,06:00,259.0,P deg,4.6,P ms-1,4.3,P degC,5,P ugm-3,21,P ugm-3,28,P ugm-3
22-02-2014,07:00,254.6,P deg,4.3,P ms-1,4.1,P degC,7,P ugm-3,33,P ugm-3,45,P ugm-3
22-02-2014,08:00,249.3,P deg,3.9,P ms-1,4.6,P degC,18,P ugm-3,50,P ugm-3,77,P ugm-3
22-02-2014,09:00,246.0,P deg,4.2,P ms-1,6.3,P degC,17,P ugm-3,49,P ugm-3,75,P ugm-3
22-02-2014,10:00,254.5,P deg,4.7,P ms-1,8.3,P degC,25,P ugm-3,51,P ugm-3,89,P ugm-3
22-02-2014,11:00,260.3,P deg,4.9,P ms-1,10.2,P degC,30,P ugm-3,60,P ugm-3,106,P ugm-3
22-02-2014,12:00,259.4,P deg,5.1,P ms-1,11.4,P degC,32,P ugm-3,64,P ugm-3,113,P ugm-3
22-02-2014,13:00,254.4,P deg,5.4,P ms-1,11.8,P degC,36,P ugm-3,65,P ugm-3,120,P ugm-3
22-02-2014,14:00,249.6,P deg,5.4,P ms-1,11.8,P degC,17,P ugm-3,43,P ugm-3,69,P ugm-3
22-02-2014,15:00,242.4,P deg,5.1,P ms-1,11.4,P degC,18,P ugm-3,41,P ugm-3,68,P ugm-3
22-02-2014,16:00,235.1,P deg,4.7,P ms-1,10.3,P degC,13,P ugm-3,37,P ugm-3,56,P ugm-3
22-02-2014,17:00,227.9,P deg,4.8,P ms-1,8.5,P degC,12,P ugm-3,39,P ugm-3,57,P ugm-3
22-02-2014,18:00,225.9,P deg,5.1,P ms-1,7.6,P degC,6,P ugm-3,33,P ugm-3,43,P ugm-3
22-02-2014,19:00,229.3,P deg,5.2,P ms-1,7.1,P degC,7,P ugm-3,36,P ugm-3,46,P ugm-3
22-02-2014,20:00,228.9,P deg,5.2,P ms-1,6.8,P degC,7,P ugm-3,38,P ugm-3,49,P ugm-3
22-02-2014,21:00,227.0,P deg,5.5,P ms-1,6.9,P degC,5,P ugm-3,37,P ugm-3,45,P ugm-3
22-02-2014,22:00,223.6,P deg,5.7,P ms-1,7.3,P degC,6,P ugm-3,34,P ugm-3,43,P ugm-3
22-02-2014,23:00,223.2,P deg,5.9,P ms-1,7.8,P degC,4,P ugm-3,29,P ugm-3,35,P ugm-3
22-02-2014,24:00,218.4,P deg,6.1,P ms-1,8.5,P degC,4,P ugm-3,22,P ugm-3,28,P ugm-3
23-02-2014,01:00,215.1,P deg,6.4,P ms-1,7.5,P degC,2,P ugm-3,16,P ugm-3,19,P ugm-3
23-02-2014,02:00,215.6,P deg,6.7,P ms-1,8.6,P degC,3,P ugm-3,16,P ugm-3,20,P ugm-3
23-02-2014,03:00,216.3,P deg,7.0,P ms-1,9.0,P degC,1,P ugm-3,12,P ugm-3,14,P ugm-3
23-02-2014,04:00,217.6,P deg,7.0,P ms-1,9.1,P degC,2,P ugm-3,10,P ugm-3,13,P ugm-3
23-02-2014,05:00,217.5,P deg,7.2,P ms-1,9.2,P degC,2,P ugm-3,10,P ugm-3,13,P ugm-3
23-02-2014,06:00,217.9,P deg,7.6,P ms-1,9.3,P degC,2,P ugm-3,10,P ugm-3,13,P ugm-3
23-02-2014,07:00,216.8,P deg,7.7,P ms-1,9.4,P degC,2,P ugm-3,12,P ugm-3,15,P ugm-3
23-02-2014,08:00,216.1,P deg,7.8,P ms-1,9.5,P degC,3,P ugm-3,13,P ugm-3,17,P ugm-3
23-02-2014,09:00,215.7,P deg,7.7,P ms-1,9.7,P degC,2,P ugm-3,14,P ugm-3,17,P ugm-3
23-02-2014,10:00,217.5,P deg,7.9,P ms-1,10.1,P degC,2,P ugm-3,14,P ugm-3,17,P ugm-3
23-02-2014,11:00,221.1,P deg,8.2,P ms-1,10.5,P degC,3,P ugm-3,15,P ugm-3,20,P ugm-3
23-02-2014,12:00,222.5,P deg,8.6,P ms-1,10.8,P degC,3,P ugm-3,16,P ugm-3,21,P ugm-3
23-02-2014,13:00,222.3,P deg,8.4,P ms-1,11.0,P degC,5,P ugm-3,16,P ugm-3,23,P ugm-3
23-02-2014,14:00,220.1,P deg,8.2,P ms-1,10.9,P degC,4,P ugm-3,17,P ugm-3,23,P ugm-3
23-02-2014,15:00,211.4,P deg,7.0,P ms-1,11.1,P degC,4,P ugm-3,15,P ugm-3,21,P ugm-3
23-02-2014,16:00,214.5,P deg,8.1,P ms-1,10.8,P degC,5,P ugm-3,17,P ugm-3,24,P ugm-3
23-02-2014,17:00,211.0,P deg,7.8,P ms-1,10.5,P degC,6,P ugm-3,21,P ugm-3,29,P ugm-3
23-02-2014,18:00,206.5,P deg,7.4,P ms-1,10.1,P degC,3,P ugm-3,20,P ugm-3,25,P ugm-3
23-02-2014,19:00,201.5,P deg,7.0,P ms-1,9.9,P degC,3,P ugm-3,27,P ugm-3,31,P ugm-3
23-02-2014,20:00,197.6,P deg,6.8,P ms-1,9.6,P degC,3,P ugm-3,29,P ugm-3,33,P ugm-3
23-02-2014,21:00,195.4,P deg,6.5,P ms-1,9.2,P degC,3,P ugm-3,22,P ugm-3,27,P ugm-3
23-02-2014,22:00,192.9,P deg,6.3,P ms-1,8.8,P degC,3,P ugm-3,19,P ugm-3,23,P ugm-3
23-02-2014,23:00,191.5,P deg,6.1,P ms-1,8.5,P degC,2,P ugm-3,17,P ugm-3,20,P ugm-3
23-02-2014,24:00,190.1,P deg,6.0,P ms-1,8.2,P degC,2,P ugm-3,16,P ugm-3,19,P ugm-3
24-02-2014,01:00,183.9,P deg,5.6,P ms-1,8.1,P degC,2,P ugm-3,14,P ugm-3,16,P ugm-3
24-02-2014,02:00,185.9,P deg,5.6,P ms-1,8.2,P degC,2,P ugm-3,15,P ugm-3,18,P ugm-3
24-02-2014,03:00,186.7,P deg,5.7,P ms-1,8.2,P degC,0,P ugm-3,11,P ugm-3,12,P ugm-3
24-02-2014,04:00,189.0,P deg,5.2,P ms-1,8.0,P degC,2,P ugm-3,12,P ugm-3,16,P ugm-3
24-02-2014,05:00,188.6,P deg,4.8,P ms-1,7.7,P degC,1,P ugm-3,16,P ugm-3,18,P ugm-3
24-02-2014,06:00,190.9,P deg,4.7,P ms-1,7.5,P degC,2,P ugm-3,19,P ugm-3,23,P ugm-3
24-02-2014,07:00,192.7,P deg,4.6,P ms-1,7.4,P degC,6,P ugm-3,33,P ugm-3,42,P ugm-3
24-02-2014,08:00,193.3,P deg,4.6,P ms-1,7.7,P degC,17,P ugm-3,54,P ugm-3,80,P ugm-3
24-02-2014,09:00,192.7,P deg,4.2,P ms-1,9.2,P degC,24,P ugm-3,60,P ugm-3,97,P ugm-3
24-02-2014,10:00,199.8,P deg,5.1,P ms-1,11.0,P degC,23,P ugm-3,53,P ugm-3,88,P ugm-3
24-02-2014,11:00,203.5,P deg,5.2,P ms-1,12.7,P degC,16,P ugm-3,40,P ugm-3,65,P ugm-3
24-02-2014,12:00,208.6,P deg,5.0,P ms-1,13.8,P degC,11,P ugm-3,32,P ugm-3,49,P ugm-3
24-02-2014,13:00,210.4,P deg,5.7,P ms-1,14.3,P degC,12,P ugm-3,31,P ugm-3,49,P ugm-3
24-02-2014,14:00,207.2,P deg,5.8,P ms-1,14.0,P degC,10,P ugm-3,33,P ugm-3,48,P ugm-3
24-02-2014,15:00,200.7,P deg,5.5,P ms-1,13.0,P degC,8,P ugm-3,37,P ugm-3,49,P ugm-3
24-02-2014,16:00,195.7,P deg,4.9,P ms-1,11.5,P degC,10,P ugm-3,35,P ugm-3,50,P ugm-3
24-02-2014,17:00,191.9,P deg,4.8,P ms-1,9.6,P degC,13,P ugm-3,49,P ugm-3,70,P ugm-3
24-02-2014,18:00,189.6,P deg,4.7,P ms-1,8.8,P degC,9,P ugm-3,54,P ugm-3,67,P ugm-3
24-02-2014,19:00,188.1,P deg,5.0,P ms-1,8.9,P degC,6,P ugm-3,53,P ugm-3,63,P ugm-3
24-02-2014,20:00,195.4,P deg,5.9,P ms-1,9.5,P degC,7,P ugm-3,46,P ugm-3,57,P ugm-3
24-02-2014,21:00,201.5,P deg,6.5,P ms-1,10.1,P degC,7,P ugm-3,42,P ugm-3,54,P ugm-3
24-02-2014,22:00,203.3,P deg,7.0,P ms-1,10.3,P degC,2,P ugm-3,24,P ugm-3,28,P ugm-3
24-02-2014,23:00,204.2,P deg,7.2,P ms-1,10.4,P degC,3,P ugm-3,28,P ugm-3,32,P ugm-3
24-02-2014,24:00,205.2,P deg,7.3,P ms-1,10.3,P degC,2,P ugm-3,21,P ugm-3,23,P ugm-3
25-02-2014,01:00,204.8,P deg,7.5,P ms-1,9.6,P degC,3,P ugm-3,18,P ugm-3,22,P ugm-3
25-02-2014,02:00,204.3,P deg,7.3,P ms-1,9.7,P degC,2,P ugm-3,16,P ugm-3,19,P ugm-3
25-02-2014,03:00,207.0,P deg,7.2,P ms-1,9.5,P degC,2,P ugm-3,11,P ugm-3,13,P ugm-3
25-02-2014,04:00,210.2,P deg,6.8,P ms-1,9.4,P degC,1,P ugm-3,16,P ugm-3,18,P ugm-3
25-02-2014,05:00,217.1,P deg,6.0,P ms-1,9.3,P degC,1,P ugm-3,15,P ugm-3,17,P ugm-3
25-02-2014,06:00,220.0,P deg,5.8,P ms-1,9.2,P degC,3,P ugm-3,16,P ugm-3,20,P ugm-3
25-02-2014,07:00,221.6,P deg,5.4,P ms-1,8.8,P degC,7,P ugm-3,34,P ugm-3,45,P ugm-3
25-02-2014,08:00,220.6,P deg,5.1,P ms-1,8.7,P degC,8,P ugm-3,42,P ugm-3,54,P ugm-3
25-02-2014,09:00,217.9,P deg,5.1,P ms-1,9.5,P degC,10,P ugm-3,49,P ugm-3,64,P ugm-3
25-02-2014,10:00,222.6,P deg,6.2,P ms-1,10.7,P degC,9,P ugm-3,41,P ugm-3,56,P ugm-3
25-02-2014,11:00,223.2,P deg,7.0,P ms-1,11.6,P degC,12,P ugm-3,32,P ugm-3,50,P ugm-3
25-02-2014,12:00,225.0,P deg,7.0,P ms-1,12.2,P degC,13,P ugm-3,34,P ugm-3,54,P ugm-3
25-02-2014,13:00,223.7,P deg,7.2,P ms-1,12.3,P degC,12,P ugm-3,31,P ugm-3,49,P ugm-3
25-02-2014,14:00,224.6,P deg,7.3,P ms-1,12.0,P degC,11,P ugm-3,29,P ugm-3,45,P ugm-3
25-02-2014,15:00,227.2,P deg,6.9,P ms-1,11.2,P degC,8,P ugm-3,29,P ugm-3,41,P ugm-3
25-02-2014,16:00,228.1,P deg,6.3,P ms-1,10.0,P degC,13,P ugm-3,34,P ugm-3,55,P ugm-3
25-02-2014,17:00,227.4,P deg,5.7,P ms-1,8.5,P degC,8,P ugm-3,33,P ugm-3,45,P ugm-3
25-02-2014,18:00,228.4,P deg,5.5,P ms-1,7.8,P degC,11,P ugm-3,46,P ugm-3,63,P ugm-3
25-02-2014,19:00,224.2,P deg,5.2,P ms-1,7.3,P degC,14,P ugm-3,52,P ugm-3,74,P ugm-3
25-02-2014,20:00,226.2,P deg,4.7,P ms-1,6.9,P degC,9,P ugm-3,43,P ugm-3,56,P ugm-3
25-02-2014,21:00,223.0,P deg,4.6,P ms-1,6.6,P degC,9,P ugm-3,46,P ugm-3,61,P ugm-3
25-02-2014,22:00,218.4,P deg,4.5,P ms-1,6.3,P degC,6,P ugm-3,44,P ugm-3,54,P ugm-3
25-02-2014,23:00,221.7,P deg,4.0,P ms-1,6.0,P degC,6,P ugm-3,36,P ugm-3,46,P ugm-3
25-02-2014,24:00,221.8,P deg,3.8,P ms-1,5.8,P degC,8,P ugm-3,36,P ugm-3,48,P ugm-3
26-02-2014,01:00,216.1,P deg,3.3,P ms-1,3.6,P degC,7,P ugm-3,33,P ugm-3,43,P ugm-3
26-02-2014,02:00,216.8,P deg,3.1,P ms-1,3.3,P degC,5,P ugm-3,36,P ugm-3,43,P ugm-3
26-02-2014,03:00,232.7,P deg,2.7,P ms-1,3.8,P degC,4,P ugm-3,31,P ugm-3,37,P ugm-3
26-02-2014,04:00,243.8,P deg,2.4,P ms-1,3.9,P degC,6,P ugm-3,32,P ugm-3,42,P ugm-3
26-02-2014,05:00,239.0,P deg,2.3,P ms-1,3.8,P degC,7,P ugm-3,31,P ugm-3,42,P ugm-3
26-02-2014,06:00,237.2,P deg,2.2,P ms-1,3.6,P degC,8,P ugm-3,35,P ugm-3,47,P ugm-3
26-02-2014,07:00,236.9,P deg,2.4,P ms-1,3.5,P degC,20,P ugm-3,61,P ugm-3,92,P ugm-3
26-02-2014,08:00,236.2,P deg,2.6,P ms-1,3.4,P degC,41,P ugm-3,81,P ugm-3,144,P ugm-3
26-02-2014,09:00,242.5,P deg,2.5,P ms-1,4.5,P degC,57,P ugm-3,86,P ugm-3,173,P ugm-3
26-02-2014,10:00,248.0,P deg,3.3,P ms-1,8.1,P degC,39,P ugm-3,71,P ugm-3,131,P ugm-3
26-02-2014,11:00,259.2,P deg,4.8,P ms-1,10.1,P degC,43,P ugm-3,65,P ugm-3,131,P ugm-3
26-02-2014,12:00,261.3,P deg,5.1,P ms-1,10.9,P degC,56,P ugm-3,78,P ugm-3,164,P ugm-3
26-02-2014,13:00,259.4,P deg,5.2,P ms-1,11.3,P degC,51,P ugm-3,69,P ugm-3,146,P ugm-3
26-02-2014,14:00,251.6,P deg,5.2,P ms-1,11.5,P degC,33,P ugm-3,59,P ugm-3,110,P ugm-3
26-02-2014,15:00,252.9,P deg,5.1,P ms-1,11.4,P degC,32,P ugm-3,58,P ugm-3,107,P ugm-3
26-02-2014,16:00,251.8,P deg,4.6,P ms-1,10.4,P degC,38,P ugm-3,65,P ugm-3,124,P ugm-3
26-02-2014,17:00,247.0,P deg,4.0,P ms-1,8.8,P degC,45,P ugm-3,74,P ugm-3,143,P ugm-3
26-02-2014,18:00,235.5,P deg,3.6,P ms-1,7.6,P degC,49,P ugm-3,80,P ugm-3,155,P ugm-3
26-02-2014,19:00,226.3,P deg,3.9,P ms-1,6.8,P degC,22,P ugm-3,64,P ugm-3,98,P ugm-3
26-02-2014,20:00,228.4,P deg,4.4,P ms-1,6.4,P degC,23,P ugm-3,74,P ugm-3,110,P ugm-3
26-02-2014,21:00,227.0,P deg,4.4,P ms-1,6.0,P degC,11,P ugm-3,57,P ugm-3,74,P ugm-3
26-02-2014,22:00,222.1,P deg,4.4,P ms-1,5.8,P degC,7,P ugm-3,43,P ugm-3,55,P ugm-3
26-02-2014,23:00,220.7,P deg,4.7,P ms-1,5.9,P degC,6,P ugm-3,41,P ugm-3,50,P ugm-3
